,funding_entity,sum(mean_spend)
3736,ADVOCATES FOR YOUTH INC,367632.5
3737,"Tree Goat Media, LLC",367587.0
3738,Innovation Ohio Education Fund,367323.5
3739,Rendon for Assembly 2020,367288.0
3740,California Correctional Peace Officers Association Political Action Committee. This advertisement was not authorized by a candidate or a committee controlled by a candidate.,367136.5
3741,Andrew Learned Democrat for Florida House District 59,366987.0
3742,"Paradigm Solutions, LLC",366947.0
3743,Forward Montana Voter Fund,366912.0
3744,Andrea Cardenas for City Council District 4 2020,366156.5
3745,A PROJECT OF EMPOWER TEXANS INC,365912.5
3746,SiriusXM,365878.5
3747,TEDDY DANIELS FOR CONGRESS,365782.5
3748,CCSA Advocates ,365661.0
3749,Building Stronger Communities Action Fund,365644.0
3750,Friends of Todd Stephens,365589.5
3751,Friends of Joe Ciresi,365513.0
3752,Calvin For Alaska,365267.5
3753,The North Face,364598.5
3754,Tony for Wisconsin,364447.5
3755,Direct Med Clinic,364244.0
3756,Georgia Rose Benoit,364237.5
3757,BookShark,364162.5
3758,Derks For Congress,363263.0
3759,Planned Parenthood of Tennessee and North Mississippi,363114.0
3760,"Tanya Ortiz Franklin for School Board 2020, Additional information is available at LA City Ethics",363113.0
3761,Michael Yao Yang,363064.5
3762,Pee-Litical Targets,362801.5
3763,"Marco Polo Publications, Inc.",362800.0
3764,Friends of Shelby Labs,362422.5
3765,Texans for Charles Schwertner,362344.0
3766,Perry 2020,362212.0
3767,Dixon for Assembly 2020,362136.0
3768,Citizens for Lentol,361770.5
3769,TheOneBee,361746.0
3770,C-SPAN,361725.0
3771,E Pluribus Unum Fund,361196.5
3772,The Committee to Elect Tess Judge,360951.5
3773,Ana-Maria Ramos For State House,360873.0
3774,Show-Me Institute,360686.0
3775,Together We Count,360127.5
3776,Friends of Debbie Boothe-Schmidt	,359945.5
3777,Jeanette for Senate 25,359652.5
3778,LUCAS FOR CONGRESS,359616.0
3779,DHVANI,359597.5
3780,NEVADA REPUBLICAN CENTRAL COMMITTEE,359463.5
3781,YES4JCPS INC,358982.0
3782,Consumers for Sensible Energy,358937.5
3783,Mike Regan for Senate,358885.5
3784,CLIFFORD FOR CONGRESS,358785.0
3785,Cats Against Trump,358420.0
3786,SIRIUS XM RADIO INC.,358185.0
3787,"Future Vision, Inc.",357869.0
3788,Lumina Foundation,357812.0
3789,866 Our Vote,357779.0
3790,John Wesley Leonard Mason,357755.5
3791,The Story of US,357481.0
3792,ProSolar Florida,357470.5
3793,Citizens to Elect John Connor,357447.5
3794,"TRINITY BROADCASTING NETWORK, INC.",357272.5
3795,Armadillo Hat Company,357266.5
3796,Pennsylvanians for Affordable Rx,357202.5
3797,Education NC,357163.5
3798,DR. NOEL COLLIS FOR CONGRESS,357126.0
3799,bullsugar.org,356876.0
3800,"Tommy Hilfiger U.S.A., Inc.",356493.0
3801,Americans for Better Infrastructure,356458.5
3802,McDaniel For Senate,356403.5
3803,African Community & Conservation Foundation,356141.5
3804,the US Future Fund and not authorized by any candidate or candidate's committee,356092.0
3805,Keen Wealth Advisors,355970.5
3806,Nuclear Powers Pennsylvania,355928.5
3807,Whitney for Montana,355872.5
3808,HIAS,355640.5
3809,Yes for Phoenix,355564.5
3810,"FFTT, LLC",355466.5
3811,"Hilco Redevelopment, LLC",355459.0
3812,UncommonGoods,355398.5
3813,Big Tent Project Fund,355335.5
3814,Garret Scott Dereus,355308.5
3815,Ohio Organizing Collaborative,355220.5
3816,Fulton County Government,355066.5
3817,"Living Facts, an initiative of The Pew Charitable Trusts",354877.0
3818,HAVING UNWAVERING RESOLVE AND DETERMINATION PAC,354642.0
3819,NCAAT in Action,354635.5
3820,"Guerrilla Funk Recordings and Filmworks, LLC",354505.5
3821,Duval Citizens For Better Schools,354188.0
3822,North Carolina Association of Educators,354126.5
3823,Social Revolt Agency,354046.5
3824,Angie Bado For Texas,354035.5
3825,Liberty Alliance USA,353573.0
3826,Climate Nexus,353136.0
3827,Aaron Peskin for Supervisor 2020. Financial disclosures are available at SFEthics.org,352789.5
3828,David Gomez,352789.0
3829,THE COMMITTEE TO ELECT ROBBIE GOLDSTEIN,352778.5
3830,HILLARY O'CONNOR MUERI FOR OHIO,352738.5
3831,Friends of Selma Pierce,352443.5
3832,"Hill and Ponton, P.A.",352405.5
3833,Freedom Action Network of South Carolina,352331.0
3834,Great Public Schools Now,351811.0
3835,"RAINFOREST ALLIANCE, INC.",351642.5
3836,Sinclair Matthew Skinner,351552.5
3837,Loranne Ausley for Florida Senate,351544.5
3838,Sunshine State Rising,351526.0
3839,"AMERICAN FEDERATION FOR CHILDREN ACTION FUND, INC.",351524.0
3840,"GLOBAL EVANGELISM, INC.",351464.0
3841,Hoosiers for Ruckelshaus,351328.0
3842,VIRGINIA SOCIETY FOR HUMAN LIFE,351019.0
3843,Massachusetts Teachers Association,350986.0
3844,Howard F. Ahmanson/Fieldstead & Company. Not authorized by a candidate or a committee controlled by a candidate.,350891.5
3845,Michael James Freedman,350860.0
3846,"Cove USA, LLC",350584.5
3847,Friends of Danielle Bethell,350580.5
3848,Horse Heaven Wind Farm,350042.0
3849,Otto Lee for Supervisor 2020,349187.0
3850,Orgullo PAC,349026.0
3851,EBBEN FOR WISCONSIN,348894.0
3852,Bethany Christian Services,348876.0
3853,Judge Mavel Ruiz Campaign,348782.0
3854,"Ceres, Inc.",348759.5
3855,Enbridge Inc.,348654.0
3856,Denver Elections Division,348415.0
3857,New Mexico Oil and Gas Association,348365.5
3858,Count Every Vote Project,347726.0
3859,Justin Busch for State Senate,347217.0
3860,Yoopine Inc.,346675.0
3861,Mike Bennett,346658.0
3862,Mark Bransford,346412.5
3863,HARPERCOLLINS PUBLISHERS LLC,345807.0
3864,Senior & Disabled Concerns,345665.5
3865,American Conservative Union,345563.0
3866,Ben Albritton,345460.5
3867,Heather Christina Williams,345380.5
3868,Georgia Gun Owners,345072.5
3869,Preschool for All: Multnomah County,345065.0
3870,The Public Good Projects,344653.0
3871,Higher Heights For America PAC. Not authorized by any candidate or candidate’s committee.,344432.0
3872,Brian Maienschein for Assembly 2020,344307.0
3873,NEW YORK LEAGUE OF CONSERVATION VOTERS,344281.5
3874,TED Conferences,344235.5
3875,Friends of Meghan Schroeder,344222.0
3876,"Tuttle Twins Show, LLC",343899.0
3877,DOUG LAMALFA COMMITTEE,343693.5
3878,"Andy Barr for Congress, Inc.",343566.5
3879,PEN America with Facebook ad credits,343502.5
3880,Sharon Hirsch Campaign,343082.5
3881,YUKONG ZHAO FOR CONGRESS,342804.0
3882,Indiana Chamber of Commerce,342801.5
3883,Action 4 Liberty,342723.5
3884,People4Trump,342637.0
3885,National Skills Coalition,342508.5
3886,Vote for Ricky,342432.0
3887,DAGA INDIVIDUAL PAC,342257.5
3888,Maricopa County Sheriff's Office,342197.0
3889,MISSOURI DEMOCRATIC STATE COMMITTEE,341833.5
3890,Conservative Political Action Conference,341752.0
3891,DON BACON FOR CONGRESS,341702.0
3892,"Alan Apte, Non-Partisan, for Circuit Court Judge",341574.0
3893,Samra Brouk for State Senate,341546.5
3894,"Quiroga Law Office, PLLC",341417.5
3895,Get Moving,341236.5
3896,AMANDA ADKINS FOR CONGRESS,341182.5
3897,"Ric Bradshaw, Democrat, for Sheriff",341085.0
3898,Happy Earth LLC,340980.5
3899,The Republican Majority Fund,340778.0
3900,"A Healthy Future, LLC",340753.0
3901,Betsy Holland for Georgia,340572.5
3902,CHINESE PROGRESSIVE,340549.0
3903,The National Association of Apartments and the National Multifamily Housing Council,340109.0
3904,Jacqui Irwin for Assembly 2020 (FPPC ID# 1414701),340067.5
3905,DEB HAALAND FOR CONGRESS,340062.5
3906,Jennifer Brunner Committee,339965.5
3907,California Businesses and Working Families for Fair Opportunities,339718.0
3908,Federation of American Hospitals,339672.0
3909,Committee to Elect Joel Levy,339217.5
3910,The Alliance for Solar Choice,339058.0
3911,Elevate Prize Foundation Inc,338963.5
3912,"Hitcents.com, Inc",338943.5
3913,GOHSEP - Governor's Office of Homeland Security and Emergency Preparedness,338923.0
3914,Leader Kevin McCarthy,338918.5
3915,Ocean & Co,338806.5
3916,Gaspar for Supervisor 2020,338631.5
3917,Danny Nadeau for Hennepin County Commissioner,338217.0
3918,Joe John NC House 40 Committee,338098.0
3919,SOS International ,337981.5
3920,BONAMICI FOR CONGRESS,337842.0
3921,"Million Voter Project Action Fund – Yes on 15, Sponsored by Social Justice Organizations. Committee major funding from California Calls Education Fund, Chan Zuckerberg Initiative Advocacy, East Bay Community Foundation",337507.5
3922,Bring Our Troops Home,337389.0
3923,Our Neighborhoods Florida,337167.0
3924,Christina Renee Grochowski,336969.5
3925,Every Last One,336912.5
3926,Mary for MN Senate,336374.0
3927,"ACCURACY IN MEDIA, INC",336196.5
3928,Win PA PAC,336152.5
3929,UTAH HEALTH POLICY PROJECT,336116.5
3930,Hard Hats For America,335702.0
3931,Lester Miller for Mayor,335675.0
3932,Farm Forward,335414.0
3933,FRIENDS OF DANA FERGUSON,335368.5
3934,United Way of King County,335360.0
3935,Committee to Elect Pam Keith,335359.0
3936,Elect Heidi Kasama,335309.5
3937,Seanross Michael Holcomb,335106.0
3938,NATIONAL ALLIANCE FOR PUBLIC CHARTER SCHOOLS,335005.0
3939,Illinois Citizens for American Greatness,334879.0
3940,the Minnesota DFL. Not authorized by any candidate or candidate’s committee.,334752.0
3941,Lockdown Your Car,334720.0
3942,FRIENDS OF JACOB CAMPBELL INC,334397.0
3943,"Committee to Elect Cindy Berne 2020, Don Crozier, Treasurer",334284.5
3944,Climate Advocates Voces Unidas,334191.0
3945,James M Ragsdale,334160.0
3946,Independent OC,333993.5
3947,"Alliance of California’s Farmers & Ranchers Against Higher Property Taxes, Stop Prop 15",333818.0
3948,"STREICKER FOR CONGRESS, INC.",333782.5
3949,Alliance for Infant Lifetime Care,333649.0
3950,LERAH LEE FOR CONGRESS,333281.5
3951,Friends of Denise Forrest,333105.0
3952,AMERICAN GAS ASSOCIATION,333103.5
3953,Chabot for Congress,333078.5
3954,JO JORGENSEN FOR PRESIDENT,333059.0
3955,Chairman Jeremy Zellner,332986.5
3956,Torres Targets,332893.5
3957,Republican Senate Campaign Committee,332808.0
3958,Committee to Re-elect Chief Justice Bridget Mary McCormack,332735.0
3959,MATT MAYBERRY FOR CONGRESS,332682.0
3960,Government of the District of Columbia,332644.5
3961,Independent Women's Voice,332581.0
3962,"NATIONAL WILD TURKEY FEDERATION, INC.",332193.0
3963,Montana Republican Legislative Campaign Committee,332134.5
3964,United Association LLC,332130.0
3965,Sloan2020,332072.0
3966,James Madison Institute ,332036.5
3967,Advance Minnesota Issue Advocacy,331806.0
3968,Red Rock Secured,331546.5
3969,The Help Center,331537.0
3970,John M Davis,331227.5
3971,UNITE FOR REPRODUCTIVE & GENDER EQUITY,331169.0
3972,National Rural Electric Cooperative Association,330646.0
3973,Elect Educators Everywhere,330507.0
3974,Black and Powerful,330358.0
3975,KAT FOR CONGRESS,330227.5
3976,Secure America First,330205.5
3977,No on Measure 110,329674.5
3978,BlueCross BlueShield of South Carolina,329625.0
3979,CAMPAIGN TO ELECT NANCY MILLAN,329511.0
3980,Vote For 428: Nebraskans for Responsible Lending,329422.0
3981,Devolder Santos for Congress,329178.0
3982,Spencer Wetmore for Statehouse,329067.5
3983,Salt Lake County ,329062.0
3984,TEXAS ASSOC OF HEALTH PLANS INC,328949.0
3985,"Eisenberg & Baum, LLP",328505.0
3986,BIG CAT RESCUE CORP.,328467.0
3987,Friends of Nafisa Fai,328283.5
3988,Rich Carnation for Windsor School Board 2018,328064.5
3989,"LESBIAN & GAY COMMUNITY SERVICES CENTER, INC.",327911.0
3990,Prosolar Caribbean,327872.0
3991,Louisiana Citizens for Job creators,327768.0
3992,Be Water Smart - Regional Water Authority,327608.0
3993,CLOUD FOR CONGRESS,327531.5
3994,American Transparency,327499.0
3995,Friends of Christine Drazan,327148.0
3996,"FAITH IN PUBLIC LIFE, INC.",326848.5
3997, Committee to Elect Nadia Krall for District Court Judge,326739.5
3998,TED DEUTCH FOR CONGRESS COMMITTEE,326401.0
3999,Sandy Springs Together,326042.0
4000,Needhelppayingbills.com,325823.0
4001,Joshua Paul Ward,325760.0
4002,Jeff Leach Campaign,325668.5
4003,Donna Lake for NC,325628.5
4004,TN Senate Republican Caucus,325278.0
4005,WEXTON FOR CONGRESS,324798.0
4006,Bumbler LLC,324302.5
4007,PAAIA,324038.0
4008,Sanall,324003.5
4009,Kimbereley Iris Goldstein,323874.0
4010,The New American Populist,323797.0
4011,Kustoff for Congress,323277.5
4012,Wild Minimalist,322889.5
4013,Freedom Initiative Inc.,322468.5
4014,"Planned Parenthood Alliance PAC, serving WA, AK, ID, HI, IN, KY",322467.5
4015,Committee to Elect Lora Thomas,322383.5
4016,"TEXAS GULF COAST AREA LABOR FEDERATION, AFL-CIO",322119.0
4017,Dr. Matt Heinz for Supervisor ,322115.0
4018,Friends of Aftab Pureval,322029.5
4019,TED BUDD FOR CONGRESS,321944.0
4020,Majority Fund,321874.5
4021,Innovation for Everyone,321844.5
4022,Isla Vista Community Services District,321767.0
4023,Citizens for Dan Patlak,321745.5
4024,Committee to Retain Judge Bonnie Bulla,321675.0
4025,Hamilton County Republican Party,321590.5
4026,Holocaust Remembrance Association,321311.0
4027,CICILLINE COMMITTEE,321257.0
4028,MeckCounts2020,321249.5
4029,"Joshua Rydell, Democrat, for State Attorney",321222.5
4030,5TH CONGRESSIONAL DISTRICT RPM,320929.0
4031,Californians for Safe Schools & Healthy Learning,320855.5
4032,Tom Sherman for State Senate,319807.0
4033,Siah Correa Hemphill for Senate,319488.0
4034,LIBERTY INITIATIVE FUND,319483.0
4035,HUCK PAC,319364.0
4036,Erie County Democratic Committee,319340.0
4037,Burningham for Governor,319303.5
4038,"Citizen Action, Inc.",319181.0
4039,Planned Parenthood Votes New Mexico,319058.0
4040,NO JUSTICE NO PEACE PAC,319056.0
4041,Anthony G Forlini,318654.0
4042,American Center / Alaska,318627.5
4043,PATRIOTS FOR PERRY,318607.5
4044,Iowans for a Renewable Future,318470.0
4045,TOGETHER COLORADO,318386.0
4046,FaceTheChange.co,318304.0
4047,NALEO Educational Fund with Facebook Ad Credits,318261.0
4048,Oklahoma Municipal Power Authority,318081.5
4049,Hillsborough County NH Republican Committee,318022.0
4050,Knowyourvote,318012.0
4051,TIDES ADVOCACY FUND,317924.0
4052,BLACK TIE DINNER,317884.0
4053,"GREATER BOSTON FOOD BANK, INC., THE",317721.0
4054,MANDY DEANN POWERS-NORRELL,317709.0
4055,Senate Majority Fund Oklahoma,317264.0
4056,Faith in Public Life Action,316855.5
4057,Beatty for Congress,316724.0
4058,Family Policy Alliance of Kansas,316585.0
4059,Friends of Cinde Warmington,316098.0
4060,"Maryland Citizens' Health Initiative Education Fund, Inc.",316019.5
4061,U.S. House of Representatives,315745.0
4062,HARPER FOR CONGRESS,315708.0
4063,Friends of Jill Otte,315617.0
4064,BEACON CENTER OF TENNESSEE,315513.5
4065,Montgomery Neighbors Against Question B,315475.0
4066,Vote for Equality Political Action Committee,315458.0
4067,GRACE FOR NEW YORK,315419.5
4068,Kenneth D. Cooper for Mayor,315261.5
4069,Joshua Michael Mcconkey,315206.5
4070,Illinois Education Association,315013.5
4071,ACTIONN,314972.5
4072,Dan Opsommer for Meridian Twp Trustee,314919.0
4073,Armed American Supply,314340.0
4074,Grenda Joseph,314316.0
4075,Kirk deViere Campaign Committee,313825.5
4076,Volunteer Science Inc,313781.5
4077,TruthLion,313776.0
4078,Flags of Valor,313468.0
4079,Velvet Hamster,313302.5
4080,Iowa Insurance Division,313275.0
4081,Tom Nichols for State Senate,313263.0
4082,The Voting Project,313137.0
4083,Morrisey 2020,312851.0
4084,Friends of Lauren Lareau,312816.5
4085,Dale Crafts for Congress,312665.0
4086,Kingfish Detroit,312559.0
4087,"STEIL FOR WISCONSIN, INC.",312428.5
4088,Immigrants' List Civic Action,312310.5
4089,SCCAP,312032.5
4090,Push Digital Inc,311786.5
4091,Harber for Colorado,311776.0
4092,MILROY FOR ASSEMBLY,311704.0
4093,Josh Dobson for North Carolina,311603.0
4094,"GIDEONS INTERNATIONAL, THE",311553.0
4095,Planned Parenthood Affiliates of California,311357.0
4096,Retail Politics LLC,311259.5
4097,The People's Lobby,311232.0
4098,THE COMMITTEE TO ELECT JESSE MERMELL,311116.0
4099,USC Suzanne Dworak-Peck School of Social Work,311075.0
4100,Community Food Bank of Central Alabama,310983.5
4101,Joe Drago for Texas House District 96,310563.0
4102,"Edgar ""EJ"" Bernier For Florida House",310475.0
4103,"Million Voter Project Action Fund – Yes on 15, Sponsored by Social Justice Organizations. Committee major funding from: Yes on 15 - Schools and Communities First Sponsored by a Coalition of Labor Groups and Social Justice Organizations Representing Families, Students and Essential Workers, California Calls Education Fund, Heising-Simons Action Fund",310368.5
4104,GALEO LATINO COMMUNITY DEVELOP,310345.5
4105,LEO VALENTIN FOR CONGRESS,310214.5
4106,E2 (Environmental Entrepreneurs) ,310147.0
4107,Daniel Robert Chaleff,310147.0
4108,Friends of John Westercamp,310100.5
4109,Dean Preston for Supervisor 2020. Financial disclosures available at SFETHICS.ORG,310097.0
4110,"KUSTER FOR CONGRESS, INC",309866.5
4111,Cliff Bentz for Congress,309860.5
4112,Amanda Harris Lee,309853.0
4113,Friends of Byron Timmins,309835.5
4114,Friends for Kathy Barnette,309765.5
4115,Friends of Mary Nan Huffman,309743.5
4116,Amourence M Lee,309485.0
4117,Quibi,309017.5
4118,Tina Arias Miller Friends For College Board 2020 FPPC # 1427606,309007.0
4119,FLORIDA FOR DE LA FUENTE,308872.0
4120,Arkansas Voters First,308784.5
4121,"AMERICANS FOR PEACE AND TOLERANCE, INC.",308701.5
4122,New Jersey Democratic State Committee,308493.0
4123,Woodbury County Democratic Party,308198.0
4124,Elizabeth Beck for Texas,308193.0
4125,HUMAN RIGHTS CAMPAIGN PAC,308154.0
4126,Patients and Providers United,308138.5
4127,"MFPE, Amanda Curtis, President, 1232 E. 6th Avenue, Helena, MT, 59601",308014.5
4128,San Diego and Imperial Counties Labor Council,307928.5
4129,Steven Lee 2020 - A Progressive Democrat for City Council (FPPC ID #1427868),307817.0
4130,Allen Wellons for NC Senate,307665.5
4131,StayWoke,307659.5
4132,Point Molate 4 All,307594.5
4133,Real Reform Louisiana,307592.0
4134,MASTV EL PLANETA LLC,307563.5
4135,PENNSYLVANIA VOICE,307246.0
4136,South Carolina Election Commission,307118.0
4137,Sabrina Cervantes for Assembly 2020,306880.0
4138,LG&E AND KU ENERGY LLC,306304.0
4139,New York Immigration Coalition,305887.0
4140,The Honor Bound Initiative,305730.5
4141,Smucker for Congress,305561.0
4142,Massachusetts Housing Coalition,305494.5
4143,SunFrog LLC,305304.5
4144,Brandon Anders Larsen,305286.5
4145,Jackie Fielder for State Senate 2020,305229.0
4146,Friends of Meghan Reckling,305221.5
4147,Legislative Victory Fund,305215.5
4148,Working Montana PAC ,304984.0
4149,Friends of Dave Gross ,304756.0
4150,Committee to Elect Elizabeth Welch for Michigan Supreme Court,304685.0
4151,"FRIENDS OF BERNARD C. ""JACK"" YOUNG, MARTIN CADOGAN, TREASURER",304652.5
4152,FRIENDS OF ROY BLUNT,304432.0
4153,MICHIGAN HEALTH AND HOSPITAL ASSOCIATION,304356.5
4154,SoCal Daily Pulse,304232.0
4155,Scott for Supervisor,303923.0
4156,Friends of Mike Hilgers Inc,303859.0
4157,Gadsden Community Health Council,303693.0
4158,Americans for Carbon Dividends Inc,303304.0
4159,LOPEZ FOR THE PEOPLE,303264.0
4160,Flowater,303156.0
4161,"Rhiannon Arnold, Non-Partisan, for Circuit Court Judge",302889.0
4162,Kevin O’Connor for US Senate,302835.5
4163,"COMMUNITY FOUNDATION OF THE CHATTAHOOCHEE VALLEY, INC",302695.5
